Gender,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Extracurricular_Involvement,Previous_Semester_GPA,Productivity_Score,Performance_Category,Gender_Encoded,SM_Percentage
Male,Healthy,High,High,82.2,89.1,6.3,Very Active,5.7,7.2,2.8,7.9,59.1,Medium,1,31.645569620253163
Male,Healthy,High,Moderate,83.2,100.0,7.6,Moderately Active,7.0,7.7,1.9,4.5,65.6,High,1,28.571428571428577
Female,Healthy,High,High,87.6,59.1,8.6,Underactive,3.7,3.8,3.3,7.4,60.3,Medium,0,76.36363636363637
Female,Poor,High,High,68.8,92.5,6.5,Moderately Active,5.8,10.0,3.3,4.0,41.8,Low,0,60.86956521739131
Male,Poor,High,Moderate,100.0,100.0,8.3,Moderately Active,6.4,5.1,0.0,7.5,48.7,Medium,1,16.25
Female,Healthy,Moderate,Low,79.5,88.1,5.4,Moderately Active,6.5,3.8,0.6,3.2,45.9,Low,0,0.0
Male,Healthy,High,High,88.3,54.2,9.7,Very Active,9.8,9.1,4.1,5.3,59.5,Medium,1,73.49397590361446
Female,Healthy,High,High,94.6,65.3,7.6,Underactive,5.2,7.8,4.2,8.9,68.2,High,0,60.0
Male,Healthy,High,Moderate,100.0,70.3,7.2,Very Active,3.0,6.1,0.2,7.8,61.0,Medium,1,21.311475409836067
Male,Poor,High,Moderate,88.4,78.9,4.8,Moderately Active,4.3,6.8,4.1,7.6,66.7,High,1,18.46153846153846
Male,Healthy,High,High,81.8,74.7,1.5,Underactive,4.7,1.1,3.0,7.3,29.3,Low,1,60.0
Female,Poor,High,High,81.8,63.6,7.1,Very Active,7.0,1.0,4.3,8.1,38.0,Low,0,37.704918032786885
Male,Poor,High,Moderate,55.6,95.8,7.1,Very Active,6.9,7.1,3.4,5.4,61.4,Medium,1,17.91044776119403
Female,Healthy,High,High,74.4,44.4,7.5,Moderately Active,6.1,6.6,0.9,3.6,29.5,Low,0,45.945945945945944
Female,Poor,High,High,84.7,85.3,6.0,Underactive,5.8,6.3,3.5,6.8,60.8,Medium,0,46.55172413793104
Female,Poor,High,Low,50.6,78.3,4.8,Very Active,4.8,9.4,7.4,8.9,30.6,Low,0,0.0
Female,Healthy,High,High,76.3,61.1,3.0,Underactive,5.9,7.3,0.0,6.5,31.2,Low,0,73.33333333333333
Female,Excessive,High,Moderate,76.6,69.8,5.6,Moderately Active,7.7,7.2,4.1,7.3,50.8,Medium,0,10.576923076923077
Male,Healthy,High,Low,78.2,65.5,4.6,Underactive,2.2,10.0,2.2,5.9,72.5,High,1,22.22222222222222
Male,Healthy,High,Moderate,79.9,70.7,9.5,Underactive,6.3,4.4,6.4,7.6,65.8,High,1,16.666666666666664
Female,Healthy,High,High,90.3,88.0,5.5,Moderately Active,9.4,3.9,2.7,5.2,44.1,Low,0,56.0344827586207
Male,Healthy,High,High,75.5,77.0,9.3,Moderately Active,6.1,6.3,1.6,6.0,35.2,Low,1,67.67676767676768
Female,Poor,High,Moderate,80.3,75.5,6.5,Very Active,5.1,6.1,1.9,4.3,48.7,Medium,0,40.0
Male,Poor,High,High,90.4,79.2,5.1,Very Active,7.0,8.5,7.7,6.1,53.1,Medium,1,74.39024390243902
Male,Healthy,High,Low,80.1,69.1,3.9,Underactive,5.6,6.3,4.9,6.6,52.6,Medium,1,0.0
Male,Poor,High,High,74.2,85.2,6.0,Very Active,5.3,2.2,3.5,6.4,48.0,Medium,1,77.46478873239437
Female,Poor,High,High,97.0,54.6,7.4,Underactive,1.0,6.0,0.3,7.3,71.7,High,0,49.20634920634921
Female,Poor,High,High,87.2,85.2,3.1,Very Active,5.4,4.4,7.9,9.6,59.2,Medium,0,56.60377358490566
Male,Poor,High,High,65.0,100.0,4.9,Very Active,6.8,3.9,5.6,6.1,50.8,Medium,1,39.70588235294118
Male,Healthy,Moderate,High,68.0,87.5,7.2,Underactive,5.1,6.7,1.6,6.5,48.0,Medium,1,81.25
Female,Poor,High,High,86.4,74.1,9.6,Underactive,4.4,3.7,2.3,5.8,40.0,Low,0,68.4931506849315
Female,Healthy,High,High,67.4,65.8,5.5,Underactive,3.8,7.2,0.9,9.0,51.9,Medium,0,55.73770491803279
Male,Poor,High,High,65.6,65.1,6.7,Very Active,3.8,5.2,3.8,5.6,33.5,Low,1,78.94736842105263
Male,Poor,High,High,80.0,80.0,5.8,Very Active,6.9,5.8,5.2,7.5,51.5,Medium,1,40.476190476190474
Female,Poor,High,High,72.0,92.4,1.3,Underactive,6.7,6.9,6.5,8.3,40.1,Low,0,73.40425531914893
Male,Poor,High,High,58.8,92.6,6.8,Very Active,9.2,3.1,4.2,4.9,4.6,Low,1,69.33333333333334
Female,Healthy,High,High,87.2,50.2,6.0,Moderately Active,6.6,6.2,1.6,5.8,54.6,Medium,0,52.83018867924528
Male,Poor,High,High,68.3,64.4,7.3,Very Active,4.9,7.4,6.8,3.7,52.6,Medium,1,38.8235294117647
Male,Healthy,High,Moderate,85.3,81.6,2.3,Very Active,2.9,7.1,3.3,5.2,64.7,High,1,19.35483870967742
Male,Poor,High,High,63.5,52.8,10.0,Very Active,4.2,6.9,2.0,5.5,58.5,Medium,1,53.333333333333336
Female,Poor,High,Low,43.3,45.8,7.5,Very Active,5.4,4.9,4.7,7.2,36.4,Low,0,0.0
Male,Poor,High,High,66.3,89.3,4.8,Moderately Active,6.8,10.0,4.5,8.0,56.0,Medium,1,34.72222222222222
Male,Poor,Moderate,High,60.9,55.0,5.0,Underactive,8.1,1.0,5.1,6.9,42.6,Low,1,82.14285714285714
Female,Healthy,High,High,82.6,78.4,9.4,Underactive,6.2,10.0,4.1,6.3,64.8,High,0,82.45614035087719
Male,Poor,High,High,83.8,68.4,7.4,Very Active,5.3,8.0,5.4,6.1,56.3,Medium,1,42.39130434782609
Male,Poor,High,High,58.0,64.7,8.4,Very Active,5.9,7.9,2.6,2.7,33.5,Low,1,97.95918367346937
Male,Poor,Moderate,High,90.8,39.0,5.5,Very Active,9.6,2.7,9.4,6.0,46.8,Medium,1,95.0
Female,Poor,High,High,72.1,49.8,7.0,Very Active,3.7,5.2,,7.7,49.6,Medium,0,75.36231884057972
Male,Healthy,High,High,66.1,73.6,5.8,Very Active,5.6,1.1,5.0,6.3,42.2,Low,1,50.0
Male,Healthy,High,Low,56.7,58.3,7.4,Very Active,3.3,4.4,4.8,6.6,46.9,Medium,1,10.20408163265306
Female,Healthy,High,High,69.6,69.3,5.8,Moderately Active,4.8,5.2,4.3,6.3,49.6,Medium,0,62.22222222222222
Female,Healthy,High,High,78.2,60.8,9.9,Underactive,6.8,6.7,3.6,6.6,54.5,Medium,0,40.27777777777777
Male,Poor,Moderate,Low,92.9,74.2,5.5,Very Active,6.3,5.1,7.2,8.1,59.4,Medium,1,0.0
Female,Healthy,High,Moderate,78.6,53.4,6.9,Moderately Active,5.7,5.5,5.6,6.1,51.6,Medium,0,25.53191489361702
Female,Poor,High,High,87.5,70.2,8.6,Underactive,7.3,3.7,4.3,9.0,63.5,High,0,32.05128205128205
Male,Poor,High,High,81.8,75.5,3.4,Very Active,8.4,5.1,5.5,6.0,54.8,Medium,1,57.14285714285714
Male,Healthy,High,Low,60.4,42.2,4.6,Underactive,2.0,4.0,4.9,5.6,42.9,Low,1,0.0
Female,Healthy,High,Low,74.3,75.9,3.3,Moderately Active,6.8,4.7,2.6,6.5,35.6,Low,0,6.741573033707865
Male,Poor,High,High,72.5,55.0,2.9,Very Active,2.8,5.3,2.1,4.5,47.1,Medium,1,82.97872340425532
Male,Healthy,High,High,78.1,50.4,8.1,Very Active,7.7,6.6,6.2,5.2,42.4,Low,1,15.602836879432624
Male,Healthy,High,Low,73.8,97.2,4.3,Very Active,7.3,5.5,4.6,7.8,57.1,Medium,1,10.526315789473683
Female,Poor,High,High,69.5,88.1,2.8,Very Active,8.5,5.1,3.1,5.7,36.7,Low,0,79.1044776119403
Male,Excessive,High,Moderate,99.0,84.9,2.7,Underactive,4.4,3.4,9.7,7.8,66.2,High,1,30.909090909090907
Male,Poor,High,Low,79.4,71.0,8.4,Underactive,4.2,2.9,5.7,5.9,53.3,Medium,1,15.217391304347828
Male,Poor,High,High,86.2,64.5,5.2,Very Active,9.7,5.8,4.0,6.4,47.8,Medium,1,30.3921568627451
Male,Healthy,High,Moderate,78.5,100.0,5.9,Very Active,5.1,5.2,3.4,5.7,56.0,Medium,1,23.076923076923077
Male,Excessive,Moderate,Moderate,90.6,77.4,8.0,Very Active,4.4,6.9,6.6,6.4,80.1,High,1,62.5
Male,Poor,High,Moderate,92.6,57.1,6.4,Moderately Active,2.3,7.5,2.5,7.2,58.7,Medium,1,28.571428571428577
Male,Healthy,High,Low,42.7,80.6,8.8,Very Active,4.7,4.3,1.9,4.6,53.5,Medium,1,0.0
Male,Poor,High,High,65.9,53.4,10.0,Underactive,5.6,2.7,2.9,6.1,39.5,Low,1,100.0
Male,Poor,High,Low,66.4,56.6,3.4,Underactive,2.5,3.1,2.7,6.9,6.3,Low,1,0.0
Male,Healthy,High,High,91.8,73.5,7.1,Moderately Active,7.8,7.4,5.9,5.0,59.1,Medium,1,32.18390804597701
Male,Poor,High,High,58.6,83.4,5.6,Underactive,3.2,6.1,10.0,6.6,40.7,Low,1,44.0
Male,Excessive,High,High,82.7,58.8,7.5,Very Active,4.4,6.6,0.3,8.6,58.5,Medium,1,38.35616438356164
Male,Poor,High,High,68.8,87.5,10.0,Underactive,5.4,7.2,5.8,8.5,52.2,Medium,1,45.0
Female,Poor,High,High,87.3,100.0,3.2,Underactive,5.5,4.5,0.9,8.7,44.8,Low,0,70.2127659574468
Male,Poor,High,High,96.9,62.3,7.5,Underactive,7.7,6.7,1.4,4.6,42.0,Low,1,96.22641509433963
Male,Healthy,High,High,80.7,83.9,6.4,Very Active,2.0,3.1,3.0,8.3,59.2,Medium,1,79.16666666666666
Female,Healthy,High,High,90.6,100.0,6.2,Underactive,6.3,5.4,3.0,6.6,51.2,Medium,0,38.18181818181819
Male,Healthy,High,High,73.0,86.5,5.1,Very Active,1.0,3.7,3.7,6.2,64.7,High,1,60.9375
Male,Healthy,High,High,71.7,61.3,3.2,Very Active,5.5,5.9,4.9,3.9,47.3,Medium,1,89.13043478260869
Male,Poor,High,Moderate,78.4,74.7,9.1,Underactive,5.7,7.3,5.1,6.1,67.9,High,1,10.679611650485437
Male,Healthy,Moderate,Low,87.8,69.5,5.7,Moderately Active,7.4,5.1,2.4,10.0,75.7,High,1,14.285714285714285
Female,Poor,High,High,86.1,63.7,10.0,Very Active,2.8,8.0,4.2,6.6,71.5,High,0,85.1063829787234
Male,Healthy,High,High,86.2,66.8,4.2,Very Active,1.2,5.5,3.1,6.0,57.2,Medium,1,56.60377358490566
Male,Healthy,High,Moderate,98.9,63.2,5.3,Very Active,6.6,7.4,1.7,6.2,66.3,High,1,28.571428571428577
Female,Healthy,High,High,100.0,69.7,5.8,Underactive,5.2,7.8,4.9,8.2,65.5,High,0,41.111111111111114
Male,Poor,Moderate,High,83.9,63.2,5.4,Underactive,5.8,4.9,2.8,4.8,48.0,Medium,1,62.85714285714287
Male,Poor,High,High,75.6,80.8,4.6,Moderately Active,5.9,4.8,,5.6,43.2,Low,1,40.27777777777777
Male,Poor,High,High,80.3,88.1,5.4,Underactive,7.7,10.0,4.7,8.1,65.8,High,1,61.904761904761905
Female,Healthy,High,High,70.8,66.7,8.3,Very Active,3.9,6.7,1.0,7.7,59.5,Medium,0,35.0
Male,Poor,High,High,79.5,75.8,6.0,Underactive,4.1,4.8,2.2,9.2,47.1,Medium,1,37.83783783783783
Male,Poor,High,High,79.8,72.7,7.4,Moderately Active,6.4,9.7,6.9,3.2,51.3,Medium,1,39.0625
Male,Healthy,High,Low,60.0,76.9,8.9,Underactive,4.5,8.4,4.3,5.2,67.3,High,1,6.4102564102564115
Female,Poor,High,High,97.6,80.9,7.3,Moderately Active,7.1,7.0,4.4,6.3,53.4,Medium,0,35.0
Female,Poor,High,Moderate,85.8,100.0,4.9,Underactive,3.2,4.5,5.4,8.2,51.8,Medium,0,36.585365853658544
Female,Healthy,High,High,96.8,56.9,7.3,Very Active,9.7,6.5,4.5,7.1,61.6,Medium,0,65.57377049180329
Male,Poor,High,High,85.6,53.7,4.5,Very Active,5.4,5.5,3.6,8.4,54.8,Medium,1,54.23728813559322
Female,Excessive,High,High,84.7,74.2,3.0,Very Active,4.6,4.7,5.6,6.0,52.3,Medium,0,79.68749999999999
Male,Healthy,High,High,99.8,47.8,6.6,Moderately Active,7.6,8.9,2.7,6.8,60.2,Medium,1,84.31372549019608
Female,Poor,High,High,97.1,100.0,2.4,Moderately Active,6.3,6.8,6.9,5.0,57.8,Medium,0,38.75
Female,Healthy,High,High,100.0,96.3,5.1,Underactive,7.0,7.7,0.6,4.4,62.4,Medium,0,48.86363636363636
Male,Healthy,Moderate,Moderate,69.7,47.7,9.4,Underactive,5.9,5.2,0.2,8.7,61.9,Medium,1,46.666666666666664
Female,Poor,High,High,88.8,80.2,7.7,Very Active,7.3,9.2,5.6,7.1,43.7,Low,0,56.52173913043478
Male,Healthy,High,High,100.0,85.0,6.5,Very Active,8.8,5.9,1.4,6.1,65.1,High,1,28.749999999999996
Female,Poor,High,Moderate,99.6,61.5,6.2,Underactive,7.2,6.0,5.5,7.6,26.2,Low,0,17.857142857142858
Male,Poor,High,Moderate,77.7,94.1,2.7,Very Active,5.6,7.4,2.9,5.8,55.7,Medium,1,15.942028985507248
Female,Poor,High,Low,90.0,84.4,8.4,Underactive,9.2,4.9,2.5,7.2,41.4,Low,0,0.0
Female,Poor,High,Moderate,72.8,84.2,1.4,Underactive,8.5,5.6,1.1,8.0,40.2,Low,0,16.831683168316832
Male,Poor,High,High,66.6,82.0,8.7,Underactive,4.4,4.7,5.1,6.7,41.9,Low,1,60.0
Male,Poor,High,High,67.4,36.4,6.3,Moderately Active,3.6,4.8,3.0,6.5,10.4,Low,1,52.94117647058824
Female,Healthy,High,High,87.2,82.2,5.5,Moderately Active,4.9,4.4,3.1,6.2,50.7,Medium,0,83.92857142857144
Male,Excessive,High,High,99.3,100.0,3.7,Very Active,6.4,3.9,3.5,4.4,56.9,Medium,1,44.642857142857146
Male,Poor,High,High,93.5,89.1,4.7,Very Active,4.4,4.6,,7.2,66.9,High,1,24.73118279569892
Female,Healthy,High,High,98.9,87.0,10.0,Very Active,5.8,6.5,1.3,8.7,81.8,High,0,43.10344827586207
Male,Healthy,High,Moderate,90.2,88.9,4.8,Moderately Active,6.3,1.0,4.2,5.9,54.1,Medium,1,33.333333333333336
Male,Poor,High,Moderate,79.6,96.8,7.0,Very Active,8.2,4.2,2.8,5.8,48.0,Medium,1,42.857142857142854
Female,Poor,High,High,73.2,71.4,4.2,Underactive,9.3,5.3,8.2,5.2,43.6,Low,0,42.25352112676057
Male,Poor,High,High,87.5,92.7,5.3,Moderately Active,5.6,8.2,5.5,7.1,57.2,Medium,1,65.95744680851064
Male,Poor,High,High,58.2,83.2,2.4,Underactive,3.8,10.0,4.3,8.8,34.5,Low,1,79.41176470588236
Male,Excessive,High,High,72.1,76.2,5.9,Very Active,7.3,3.9,0.0,7.0,43.2,Low,1,74.99999999999999
Female,Healthy,High,Low,69.8,99.3,5.2,Very Active,4.1,7.3,0.0,7.2,71.7,High,0,6.1224489795918355
Female,Healthy,Moderate,High,96.2,62.6,9.0,Underactive,3.1,7.2,0.3,4.6,57.9,Medium,0,100.0
Male,Poor,Moderate,Low,62.1,63.3,4.1,Very Active,8.3,5.8,9.4,8.6,62.9,Medium,1,29.411764705882355
Male,Poor,Moderate,Low,92.1,32.6,5.1,Very Active,4.3,9.9,6.4,5.3,64.0,High,1,0.0
Male,Healthy,Moderate,High,85.0,58.3,8.0,Very Active,8.2,5.7,3.7,6.6,64.0,High,1,91.42857142857143
Female,Healthy,High,High,85.2,67.1,5.9,Very Active,2.8,7.5,6.4,7.6,81.9,High,0,56.33802816901409
Male,Healthy,High,High,73.9,74.1,6.0,Very Active,7.3,8.5,5.3,8.0,56.1,Medium,1,27.43362831858407
Female,Healthy,High,High,61.0,83.1,5.6,Very Active,9.7,5.6,7.6,8.0,57.2,Medium,0,80.85106382978722
Male,Poor,High,High,86.5,90.9,3.8,Underactive,2.6,3.6,,6.0,53.8,Medium,1,48.0
Female,Healthy,High,High,86.5,77.0,6.2,Underactive,4.5,7.0,3.7,7.9,62.6,Medium,0,28.39506172839506
Female,Healthy,High,High,78.1,57.3,3.4,Underactive,3.5,6.0,5.8,10.0,50.3,Medium,0,77.46478873239437
Male,Poor,High,High,65.2,51.1,3.7,Very Active,10.0,5.1,4.7,5.5,27.6,Low,1,61.66666666666667
Female,Excessive,Moderate,Low,71.9,80.8,8.7,Moderately Active,3.1,6.2,3.2,6.1,66.0,High,0,10.0
Male,Poor,Moderate,High,85.9,76.8,7.1,Very Active,6.7,8.3,5.7,6.7,75.0,High,1,88.8888888888889
Male,Healthy,High,High,69.7,83.9,6.7,Very Active,3.6,7.7,5.1,7.5,69.2,High,1,82.81249999999999
Male,Healthy,High,High,67.5,85.4,4.8,Underactive,5.8,5.2,5.0,9.2,52.6,Medium,1,66.66666666666667
Female,Healthy,High,High,61.2,66.3,6.5,Underactive,5.7,5.7,4.2,6.9,48.0,Medium,0,88.33333333333333
Female,Poor,High,Low,87.0,94.7,0.7,Very Active,6.8,8.4,0.5,8.0,52.3,Medium,0,3.896103896103896
Female,Healthy,High,High,95.0,56.0,7.4,Underactive,5.5,5.6,0.0,5.2,55.4,Medium,0,35.294117647058826
Male,Healthy,High,High,52.1,82.2,4.5,Moderately Active,6.3,7.8,1.3,8.3,53.8,Medium,1,62.121212121212125
Female,Healthy,Moderate,Moderate,95.2,78.9,5.5,Very Active,6.6,8.1,7.3,4.9,68.9,High,0,41.666666666666664
Female,Healthy,High,Moderate,94.5,60.4,6.8,Moderately Active,7.6,5.8,1.3,10.0,73.7,High,0,31.11111111111111
Female,Healthy,High,High,95.7,60.0,4.3,Very Active,4.6,10.0,5.1,6.6,59.1,Medium,0,38.961038961038966
Male,Poor,Moderate,Moderate,81.6,81.8,4.6,Very Active,2.6,6.3,7.8,8.4,76.9,High,1,40.625
Female,Healthy,High,Low,82.8,56.3,6.3,Very Active,6.6,8.4,4.8,5.5,56.4,Medium,0,0.0
Female,Poor,High,High,68.1,63.4,2.4,Underactive,2.9,4.8,1.3,5.9,32.3,Low,0,86.44067796610169
Male,Healthy,High,Low,68.7,58.6,6.7,Very Active,2.8,6.0,7.5,7.2,53.8,Medium,1,0.0
Female,Poor,High,High,82.9,36.8,5.9,Underactive,3.3,6.4,3.8,7.2,28.2,Low,0,57.49999999999999
Female,Poor,High,Moderate,76.8,99.6,6.2,Very Active,4.0,10.0,5.0,6.2,70.3,High,0,40.0
Male,Healthy,High,Low,89.3,79.3,4.4,Very Active,3.5,5.1,4.8,7.8,66.8,High,1,7.843137254901962
Male,Poor,High,High,75.4,95.9,5.9,Moderately Active,5.6,5.9,2.1,3.2,35.0,Low,1,34.375
Male,Healthy,High,High,60.9,69.5,8.1,Very Active,5.2,5.9,6.4,3.1,60.2,Medium,1,95.83333333333333
Female,Poor,High,High,61.5,57.5,7.5,Underactive,6.7,5.5,7.2,4.1,42.6,Low,0,80.95238095238095
Male,Healthy,High,Moderate,89.4,59.2,4.0,Underactive,7.1,3.2,0.0,8.0,48.7,Medium,1,22.72727272727273
Female,Healthy,High,High,73.2,65.7,7.5,Moderately Active,3.4,5.3,3.7,6.5,59.6,Medium,0,45.33333333333333
Female,Poor,High,Low,83.9,47.1,4.6,Very Active,9.9,6.1,1.8,7.7,26.8,Low,0,0.0
Male,Poor,Moderate,High,58.3,74.2,1.0,Underactive,2.3,5.1,6.7,7.9,39.8,Low,1,83.78378378378379
Female,Healthy,High,High,80.5,90.7,7.7,Underactive,6.3,7.4,7.1,5.8,64.1,High,0,43.39622641509433
Female,Healthy,High,Low,95.5,84.7,9.3,Moderately Active,7.2,5.0,2.9,6.6,75.1,High,0,0.0
Male,Healthy,High,Moderate,82.0,68.1,2.8,Very Active,1.6,2.8,7.2,7.0,69.0,High,1,31.666666666666664
Female,Healthy,High,High,89.9,83.6,6.4,Very Active,2.9,7.4,5.4,7.3,67.2,High,0,87.67123287671234
Male,Poor,High,High,100.0,55.3,5.5,Very Active,5.2,8.4,3.7,4.8,52.7,Medium,1,31.62393162393163
Male,Healthy,High,High,81.6,76.8,5.4,Underactive,4.5,5.7,0.0,6.2,57.1,Medium,1,68.5185185185185
Male,Healthy,High,Low,73.1,72.5,6.2,Underactive,7.0,5.2,,4.1,38.1,Low,1,2.898550724637681
Male,Healthy,Moderate,Low,78.6,99.4,7.6,Very Active,1.8,7.0,2.4,7.2,87.5,High,1,8.333333333333332
Female,Poor,High,Moderate,73.4,87.4,6.9,Very Active,8.1,8.6,4.6,7.1,48.6,Medium,0,25.757575757575758
Female,Poor,High,High,72.5,65.0,5.3,Very Active,8.3,5.9,7.5,6.9,38.4,Low,0,93.93939393939394
Male,Poor,High,High,76.1,81.0,5.8,Underactive,6.7,6.1,3.5,7.1,51.0,Medium,1,38.75
Male,Healthy,High,High,89.2,56.2,7.7,Very Active,2.9,6.9,4.0,7.7,77.6,High,1,36.206896551724135
Male,Healthy,High,High,57.9,61.8,4.2,Underactive,5.1,10.0,0.7,10.0,56.5,Medium,1,41.891891891891895
Male,Poor,Low,Low,83.7,81.0,5.5,Very Active,4.7,7.7,6.6,7.8,72.6,High,1,0.0
Female,Poor,Moderate,Moderate,81.6,59.0,6.0,Very Active,5.5,3.9,4.9,6.8,50.4,Medium,0,38.888888888888886
Female,Healthy,Moderate,Moderate,75.2,82.8,1.7,Underactive,6.1,10.0,2.8,6.5,75.3,High,0,34.285714285714285
Female,Poor,High,High,94.7,61.2,2.7,Underactive,3.5,7.6,5.6,5.4,49.4,Medium,0,86.66666666666667
Male,Poor,High,High,68.8,92.3,5.5,Very Active,2.6,3.7,5.3,5.9,58.1,Medium,1,82.3529411764706
Female,Healthy,High,Low,74.1,71.1,7.1,Moderately Active,6.4,4.1,5.0,7.3,64.3,High,0,16.3265306122449
Male,Poor,High,Low,85.4,71.9,4.6,Moderately Active,6.7,5.9,9.9,5.2,53.8,Medium,1,8.536585365853659
Male,Healthy,High,Low,87.9,79.5,2.4,Moderately Active,3.0,8.5,5.9,6.4,70.2,High,1,11.29032258064516
Female,Excessive,Moderate,High,76.6,72.6,8.1,Very Active,6.0,4.0,4.0,7.5,57.9,Medium,0,81.81818181818183
Male,Excessive,High,High,79.8,80.0,6.6,Very Active,8.1,6.0,7.6,6.0,69.4,High,1,75.55555555555556
Male,Poor,High,High,77.9,58.5,5.5,Moderately Active,5.5,9.1,0.0,6.2,62.2,Medium,1,46.835443037974684
Female,Poor,High,Moderate,90.3,26.0,6.5,Underactive,6.9,4.4,6.9,5.0,49.5,Medium,0,18.46153846153846
Male,Poor,High,High,78.1,49.6,3.7,Very Active,1.7,5.2,4.9,7.0,43.4,Low,1,30.000000000000004
Female,Poor,High,High,77.1,66.8,8.3,Underactive,5.0,10.0,4.5,9.8,48.0,Medium,0,35.80246913580247
Male,Excessive,High,High,82.7,100.0,5.7,Underactive,6.8,5.8,4.3,9.1,67.9,High,1,45.833333333333336
Female,Poor,High,Low,88.7,64.3,5.3,Very Active,5.8,6.2,3.0,9.1,58.7,Medium,0,4.081632653061225
Female,Poor,Low,Low,100.0,63.2,6.2,Underactive,7.4,5.8,3.7,7.8,63.1,High,0,0.0
Male,Poor,High,High,54.2,81.1,7.1,Very Active,3.0,7.7,0.3,3.0,45.7,Low,1,45.90163934426229
Male,Healthy,High,Moderate,66.6,79.0,2.2,Underactive,4.0,6.5,3.5,4.7,51.5,Medium,1,41.30434782608695
Female,Poor,High,Moderate,67.9,79.6,4.3,Underactive,7.3,4.9,3.7,9.4,46.8,Medium,0,24.528301886792455
Male,Poor,Moderate,Moderate,68.9,70.4,5.3,Underactive,7.1,4.7,4.4,4.3,46.8,Medium,1,40.0
Female,Healthy,High,Low,45.3,78.6,4.4,Underactive,5.0,3.4,7.1,5.3,42.2,Low,0,3.614457831325301
Female,Healthy,High,Moderate,60.1,46.4,4.5,Underactive,1.7,10.0,5.1,7.8,54.4,Medium,0,27.419354838709676
Female,Healthy,High,Moderate,83.4,88.1,5.0,Underactive,2.8,2.8,3.9,8.1,58.7,Medium,0,19.565217391304348
Female,Healthy,High,Low,91.8,85.0,9.3,Very Active,5.1,5.7,5.2,6.1,81.2,High,0,4.918032786885246
Female,Poor,High,High,76.5,67.7,6.0,Very Active,4.0,5.0,6.9,3.0,35.6,Low,0,34.177215189873415
Male,Poor,High,High,77.7,79.0,4.9,Underactive,4.8,6.2,6.3,7.0,56.2,Medium,1,46.15384615384615
Female,Healthy,High,High,100.0,50.1,2.1,Very Active,1.5,8.8,4.0,6.6,69.0,High,0,48.387096774193544
Female,Poor,High,Moderate,84.0,73.2,6.0,Underactive,10.0,4.9,5.2,6.5,49.2,Medium,0,17.3469387755102
Male,Healthy,Moderate,High,85.7,48.0,6.5,Very Active,5.4,5.9,1.1,9.1,52.6,Medium,1,86.8421052631579
Female,Poor,Moderate,High,79.1,74.1,5.7,Very Active,2.2,6.8,3.8,3.7,25.8,Low,0,70.0
Female,Poor,Moderate,Moderate,85.5,74.2,4.4,Moderately Active,8.1,7.9,2.1,8.9,63.8,High,0,56.666666666666664
Male,Excessive,High,High,89.3,100.0,8.0,Moderately Active,5.3,9.0,10.0,7.5,86.0,High,1,44.047619047619044
Female,Healthy,High,High,60.8,64.2,5.2,Underactive,4.3,6.9,2.5,3.2,45.4,Low,0,67.85714285714286
Female,Poor,High,High,100.0,71.6,4.3,Underactive,1.0,4.3,5.7,8.6,54.8,Medium,0,90.1639344262295
Female,Healthy,High,High,100.0,91.9,5.3,Very Active,3.3,1.3,5.2,6.3,56.9,Medium,0,41.66666666666667
Male,Poor,High,High,99.9,69.0,5.4,Very Active,3.4,4.8,1.4,6.6,57.1,Medium,1,89.0625
Female,Healthy,High,Moderate,100.0,52.2,4.8,Very Active,3.3,5.5,4.5,6.8,56.4,Medium,0,18.556701030927837
Female,Healthy,High,High,63.6,82.5,6.7,Underactive,7.6,5.7,10.0,7.7,57.5,Medium,0,69.23076923076923
Female,Poor,High,High,73.2,47.9,5.8,Moderately Active,6.2,2.5,4.8,5.9,36.4,Low,0,29.54545454545454
Male,Healthy,High,High,68.2,59.7,7.9,Moderately Active,8.5,5.4,3.8,4.5,29.5,Low,1,40.69767441860465
Male,Poor,High,Low,100.0,65.8,6.2,Underactive,1.9,1.3,2.9,4.9,55.2,Medium,1,0.0
Male,Poor,High,High,61.6,68.8,4.9,Very Active,6.2,8.4,5.4,5.4,42.1,Low,1,70.58823529411765
Female,Healthy,High,High,65.7,67.3,5.1,Underactive,4.0,8.9,6.1,4.2,45.8,Low,0,52.17391304347826
Female,Poor,High,High,62.3,62.8,6.0,Moderately Active,6.2,6.5,1.7,6.5,40.7,Low,0,78.57142857142856
Female,Poor,High,High,100.0,82.8,7.1,Very Active,3.8,6.9,4.1,7.1,62.8,Medium,0,50.943396226415096
Male,Poor,Moderate,Moderate,90.3,59.8,7.7,Very Active,1.0,6.9,5.6,6.9,60.4,Medium,1,35.483870967741936
Female,Poor,High,High,66.3,54.6,10.0,Underactive,8.2,6.3,5.3,2.6,29.0,Low,0,37.49999999999999
Female,Healthy,High,High,62.8,67.6,6.7,Moderately Active,5.4,6.6,0.4,9.3,45.0,Low,0,38.15789473684211
Female,Excessive,High,High,84.5,92.5,2.2,Moderately Active,4.9,6.5,1.5,7.9,69.4,High,0,83.67346938775509
